도메인,출처파일,질문번호,질문,1순위 답변,2순위 답변,3순위 답변,답변항목 설명
여가,2023년 수원서베이.csv,Q32_1r3,문32-1. 1년동안 가장 많이 이용한 여가공간 - 3순위,"29. 대형마트 (185명, 35.8%)","30. 식당(패밀리레스토랑, 주점 등) (175명, 33.8%)","46. 생활권공원(근린공원，소공원，어린이공원 등) (157명, 30.4%)","01. 문예회관
02. 지방문화원
03. 문화의집
04. 생활문화센터
05. 사설문화센터
06. 미술관
07. 박물관·전시관
08. 기념관
09. 공연장
10. 영화관
11. 도서관·대형서점
12. 행정복지센터
13. 여성회관
14. 사회복지관
15. 노인복지관
16. 평생학습관
17. 학교시설
18. 학원(어학，기술，자격증 취득 등)
19. 노래방
20. PC방(복합멀티게임방)
21. 만화방
22. 오락장(아케이드게임방, 보드게임방 등)
23. 클럽(댄스포함)
24. 목욕시설(목욕탕, 찜질방, 사우나, 온천 등)
25. 미용관리실(피부관리, 네일아트, 마사지, 헤어숍 등)
26. 수족관(아쿠아리움)
27. 쇼핑몰(백화점 등)
28. 카페(커피숍, 방탈출, VR카페, 이색테마카페 등)
29. 대형마트
30. 식당(패밀리레스토랑, 주점 등)
31. 국민체육센터(주민체육센터 등)
32. 청소년수련관
33. 복합체육관
34. 헬스클럽
35. 골프연습장(스크린골프장)
36. 수영장
37. 당구장, 탁구장, 볼링장
38. 빙상경기장(아이스링크)
39. 기타 실내 체육시설
40. 종교시설(교회, 절, 성당 등)
41. 위에서 분류되지 않은 기타 실내시설
42. 운동경기장（축구, 농구，야구 등）
43. 학교운동장
44. 골프장
45. 기타 실외 체육시설
46. 생활권공원(근린공원，소공원，어린이공원 등)
47. 주제공원(역사공원, 수변공원, 체육공원 등)
48. 산림욕장
49. 식물원
50. 캠핑장
51. 산(자연공원 포함)
52. 차 없는 거리(나혜석 거리, 수원역 로데오거리)
53. 수원화성(행궁, 행리단길, 화성성곽)
54. 근대거리(향교로, 구 경기도청 일원)
55. 구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
56. 재래시장
57. 아파트 내(집주변) 공터
58. 위에서 분류되지 않은 기타 실외공간"
여가,2023년 수원서베이.csv,Q32_2r1,문32-2. 향후 1년동안 이용하고 싶은 여가공간 - 1순위,"04. 생활문화센터 (146명, 38.0%)","10. 영화관 (121명, 31.5%)","09. 공연장 (117명, 30.5%)","01. 문예회관
02. 지방문화원
03. 문화의집
04. 생활문화센터
05. 사설문화센터
06. 미술관
07. 박물관·전시관
08. 기념관
09. 공연장
10. 영화관
11. 도서관·대형서점
12. 행정복지센터
13. 여성회관
14. 사회복지관
15. 노인복지관
16. 평생학습관
17. 학교시설
18. 학원(어학，기술，자격증 취득 등)
19. 노래방
20. PC방(복합멀티게임방)
21. 만화방
22. 오락장(아케이드게임방, 보드게임방 등)
23. 클럽(댄스포함)
24. 목욕시설(목욕탕, 찜질방, 사우나, 온천 등)
25. 미용관리실(피부관리, 네일아트, 마사지, 헤어숍 등)
26. 수족관(아쿠아리움)
27. 쇼핑몰(백화점 등)
28. 카페(커피숍, 방탈출, VR카페, 이색테마카페 등)
29. 대형마트
30. 식당(패밀리레스토랑, 주점 등)
31. 국민체육센터(주민체육센터 등)
32. 청소년수련관
33. 복합체육관
34. 헬스클럽
35. 골프연습장(스크린골프장)
36. 수영장
37. 당구장, 탁구장, 볼링장
38. 빙상경기장(아이스링크)
39. 기타 실내 체육시설
40. 종교시설(교회, 절, 성당 등)
41. 위에서 분류되지 않은 기타 실내시설
42. 운동경기장（축구, 농구，야구 등）
43. 학교운동장
44. 골프장
45. 기타 실외 체육시설
46. 생활권공원(근린공원，소공원，어린이공원 등)
47. 주제공원(역사공원, 수변공원, 체육공원 등)
48. 산림욕장
49. 식물원
50. 캠핑장
51. 산(자연공원 포함)
52. 차 없는 거리(나혜석 거리, 수원역 로데오거리)
53. 수원화성(행궁, 행리단길, 화성성곽)
54. 근대거리(향교로, 구 경기도청 일원)
55. 구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
56. 재래시장
57. 아파트 내(집주변) 공터
58. 위에서 분류되지 않은 기타 실외공간"
여가,2023년 수원서베이.csv,Q32_2r2,문32-2. 향후 1년동안 이용하고 싶은 여가공간 - 2순위,"30. 식당(패밀리레스토랑, 주점 등) (105명, 33.7%)","28. 카페(커피숍, 방탈출, VR카페, 이색테마카페 등) (104명, 33.3%)","46. 생활권공원(근린공원，소공원，어린이공원 등) (103명, 33.0%)","01. 문예회관
02. 지방문화원
03. 문화의집
04. 생활문화센터
05. 사설문화센터
06. 미술관
07. 박물관·전시관
08. 기념관
09. 공연장
10. 영화관
11. 도서관·대형서점
12. 행정복지센터
13. 여성회관
14. 사회복지관
15. 노인복지관
16. 평생학습관
17. 학교시설
18. 학원(어학，기술，자격증 취득 등)
19. 노래방
20. PC방(복합멀티게임방)
21. 만화방
22. 오락장(아케이드게임방, 보드게임방 등)
23. 클럽(댄스포함)
24. 목욕시설(목욕탕, 찜질방, 사우나, 온천 등)
25. 미용관리실(피부관리, 네일아트, 마사지, 헤어숍 등)
26. 수족관(아쿠아리움)
27. 쇼핑몰(백화점 등)
28. 카페(커피숍, 방탈출, VR카페, 이색테마카페 등)
29. 대형마트
30. 식당(패밀리레스토랑, 주점 등)
31. 국민체육센터(주민체육센터 등)
32. 청소년수련관
33. 복합체육관
34. 헬스클럽
35. 골프연습장(스크린골프장)
36. 수영장
37. 당구장, 탁구장, 볼링장
38. 빙상경기장(아이스링크)
39. 기타 실내 체육시설
40. 종교시설(교회, 절, 성당 등)
41. 위에서 분류되지 않은 기타 실내시설
42. 운동경기장（축구, 농구，야구 등）
43. 학교운동장
44. 골프장
45. 기타 실외 체육시설
46. 생활권공원(근린공원，소공원，어린이공원 등)
47. 주제공원(역사공원, 수변공원, 체육공원 등)
48. 산림욕장
49. 식물원
50. 캠핑장
51. 산(자연공원 포함)
52. 차 없는 거리(나혜석 거리, 수원역 로데오거리)
53. 수원화성(행궁, 행리단길, 화성성곽)
54. 근대거리(향교로, 구 경기도청 일원)
55. 구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
56. 재래시장
57. 아파트 내(집주변) 공터
58. 위에서 분류되지 않은 기타 실외공간"
여가,2023년 수원서베이.csv,Q32_2r3,문32-2. 향후 1년동안 이용하고 싶은 여가공간 - 3순위,"51. 산(자연공원 포함) (122명, 34.5%)","50. 캠핑장 (118명, 33.3%)","46. 생활권공원(근린공원，소공원，어린이공원 등) (114명, 32.2%)","01. 문예회관
02. 지방문화원
03. 문화의집
04. 생활문화센터
05. 사설문화센터
06. 미술관
07. 박물관·전시관
08. 기념관
09. 공연장
10. 영화관
11. 도서관·대형서점
12. 행정복지센터
13. 여성회관
14. 사회복지관
15. 노인복지관
16. 평생학습관
17. 학교시설
18. 학원(어학，기술，자격증 취득 등)
19. 노래방
20. PC방(복합멀티게임방)
21. 만화방
22. 오락장(아케이드게임방, 보드게임방 등)
23. 클럽(댄스포함)
24. 목욕시설(목욕탕, 찜질방, 사우나, 온천 등)
25. 미용관리실(피부관리, 네일아트, 마사지, 헤어숍 등)
26. 수족관(아쿠아리움)
27. 쇼핑몰(백화점 등)
28. 카페(커피숍, 방탈출, VR카페, 이색테마카페 등)
29. 대형마트
30. 식당(패밀리레스토랑, 주점 등)
31. 국민체육센터(주민체육센터 등)
32. 청소년수련관
33. 복합체육관
34. 헬스클럽
35. 골프연습장(스크린골프장)
36. 수영장
37. 당구장, 탁구장, 볼링장
38. 빙상경기장(아이스링크)
39. 기타 실내 체육시설
40. 종교시설(교회, 절, 성당 등)
41. 위에서 분류되지 않은 기타 실내시설
42. 운동경기장（축구, 농구，야구 등）
43. 학교운동장
44. 골프장
45. 기타 실외 체육시설
46. 생활권공원(근린공원，소공원，어린이공원 등)
47. 주제공원(역사공원, 수변공원, 체육공원 등)
48. 산림욕장
49. 식물원
50. 캠핑장
51. 산(자연공원 포함)
52. 차 없는 거리(나혜석 거리, 수원역 로데오거리)
53. 수원화성(행궁, 행리단길, 화성성곽)
54. 근대거리(향교로, 구 경기도청 일원)
55. 구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
56. 재래시장
57. 아파트 내(집주변) 공터
58. 위에서 분류되지 않은 기타 실외공간"
여가,2023년 수원서베이.csv,Q33op,문33. 수원시 내 여가활동 참여 시 제약_기타,"주차장부족 (3명, 42.9%)","교통체증 (2명, 28.6%)","주말교통체증 (2명, 28.6%)",
여가,2023년 수원서베이.csv,Q33r1,문33. 수원시 내 여가활동 참여 시 제약(1순위),"제약을 느낀 점이 없음 (687명, 52.1%)","여가활동에 필요한 장비 부족 (377명, 28.6%)","이동을 위한 교통편 미흡 (255명, 19.3%)","활동에 적합한 장소나 시설 부족
이동을 위한 교통편 미흡
여가활동 관련 정보 부족
여가활동에 필요한 장비 부족
여가활동을 같이 할 사람이 없음
여가활동을 하기에 경제적 여유가 없음
여가활동을 위한 여유시간이 없음
여가활동이 귀찮고 피곤함
여가활동을 하기에 건강이 좋지 않음
기타
제약을 느낀 점이 없음"
여가,2023년 수원서베이.csv,Q33r2,문33. 수원시 내 여가활동 참여 시 제약(2순위),"이동을 위한 교통편 미흡 (238명, 37.7%)","여가활동에 필요한 장비 부족 (221명, 35.0%)","여가활동이 귀찮고 피곤함 (173명, 27.4%)","활동에 적합한 장소나 시설 부족
이동을 위한 교통편 미흡
여가활동 관련 정보 부족
여가활동에 필요한 장비 부족
여가활동을 같이 할 사람이 없음
여가활동을 하기에 경제적 여유가 없음
여가활동을 위한 여유시간이 없음
여가활동이 귀찮고 피곤함
여가활동을 하기에 건강이 좋지 않음
기타
제약을 느낀 점이 없음"
스포츠 문화,2023년 수원서베이.csv,Q34a1,문34. 2023년 관람한 문화예술 행사 관람횟수 - 1. 문학행사_수원시 내,"0 (87명, 61.3%)","1 (42명, 29.6%)","2 (13명, 9.2%)",
스포츠 문화,2023년 수원서베이.csv,Q34a2,문34. 2023년 관람한 문화예술 행사 관람횟수 - 1. 문학행사_수원시 외,"0 (83명, 59.7%)","1 (47명, 33.8%)","2 (9명, 6.5%)",
스포츠 문화,2023년 수원서베이.csv,Q34a3,문34. 2023년 관람한 문화예술 행사 관람횟수 - 1. 문학행사_TV/온라인/모바일 등,"0 (63명, 44.4%)","2 (50명, 35.2%)","1 (29명, 20.4%)",
스포츠 문화,2023년 수원서베이.csv,Q34b1,문34. 2023년 관람한 문화예술 행사 관람횟수 - 2. 전시_수원시 내,"1 (144명, 64.6%)","0 (57명, 25.6%)","2 (22명, 9.9%)",
스포츠 문화,2023년 수원서베이.csv,Q34b2,문34. 2023년 관람한 문화예술 행사 관람횟수 - 2. 전시_수원시 외,"0 (71명, 44.7%)","1 (52명, 32.7%)","2 (36명, 22.6%)",
스포츠 문화,2023년 수원서베이.csv,Q34b3,문34. 2023년 관람한 문화예술 행사 관람횟수 - 2. 전시_TV/온라인/모바일 등,"0 (71명, 65.1%)","3 (22명, 20.2%)","2 (16명, 14.7%)",
스포츠 문화,2023년 수원서베이.csv,Q34c1,문34. 2023년 관람한 문화예술 행사 관람횟수 - 3. 서양음악_수원시 내,"0 (73명, 55.3%)","1 (35명, 26.5%)","2 (24명, 18.2%)",
스포츠 문화,2023년 수원서베이.csv,Q34c2,문34. 2023년 관람한 문화예술 행사 관람횟수 - 3. 서양음악_수원시 외,"0 (81명, 68.1%)","2 (20명, 16.8%)","1 (18명, 15.1%)",
스포츠 문화,2023년 수원서베이.csv,Q34c3,문34. 2023년 관람한 문화예술 행사 관람횟수 - 3. 서양음악_TV/온라인/모바일 등,"0 (65명, 56.5%)","1 (31명, 27.0%)","2 (19명, 16.5%)",
스포츠 문화,2023년 수원서베이.csv,Q34d1,문34. 2023년 관람한 문화예술 행사 관람횟수 - 4. 전통예술_수원시 내,"0 (85명, 58.2%)","1 (37명, 25.3%)","2 (24명, 16.4%)",
스포츠 문화,2023년 수원서베이.csv,Q34d2,문34. 2023년 관람한 문화예술 행사 관람횟수 - 4. 전통예술_수원시 외,"0 (81명, 62.8%)","1 (27명, 20.9%)","2 (21명, 16.3%)",
스포츠 문화,2023년 수원서베이.csv,Q34d3,문34. 2023년 관람한 문화예술 행사 관람횟수 - 4. 전통예술_TV/온라인/모바일 등,"0 (81명, 65.3%)","1 (23명, 18.5%)","2 (20명, 16.1%)",
스포츠 문화,2023년 수원서베이.csv,Q34e1,"문34. 2023년 관람한 문화예술 행사 관람횟수 - 5. 연극, 뮤지컬_수원시 내","1 (162명, 54.9%)","2 (75명, 25.4%)","0 (58명, 19.7%)",
스포츠 문화,2023년 수원서베이.csv,Q34e2,"문34. 2023년 관람한 문화예술 행사 관람횟수 - 5. 연극, 뮤지컬_수원시 외","1 (82명, 49.7%)","0 (69명, 41.8%)","3 (14명, 8.5%)",
스포츠 문화,2023년 수원서베이.csv,Q34e3,"문34. 2023년 관람한 문화예술 행사 관람횟수 - 5. 연극, 뮤지컬_TV/온라인/모바일 등","0 (67명, 50.4%)","2 (34명, 25.6%)","1 (32명, 24.1%)",
스포츠 문화,2023년 수원서베이.csv,Q34f1,문34. 2023년 관람한 문화예술 행사 관람횟수 - 6. 무용_수원시 내,"0 (89명, 74.8%)","1 (25명, 21.0%)","2 (5명, 4.2%)",
스포츠 문화,2023년 수원서베이.csv,Q34f2,문34. 2023년 관람한 문화예술 행사 관람횟수 - 6. 무용_수원시 외,"0 (77명, 65.8%)","2 (29명, 24.8%)","1 (11명, 9.4%)",
스포츠 문화,2023년 수원서베이.csv,Q34f3,문34. 2023년 관람한 문화예술 행사 관람횟수 - 6. 무용_TV/온라인/모바일 등,"0 (72명, 63.2%)","1 (23명, 20.2%)","3 (19명, 16.7%)",
스포츠 문화,2023년 수원서베이.csv,Q34g1,문34. 2023년 관람한 문화예술 행사 관람횟수 - 7. 영화_수원시 내,"2 (435명, 47.9%)","1 (253명, 27.9%)","3 (220명, 24.2%)",
스포츠 문화,2023년 수원서베이.csv,Q34g2,문34. 2023년 관람한 문화예술 행사 관람횟수 - 7. 영화_수원시 외,"1 (116명, 38.8%)","0 (94명, 31.4%)","2 (89명, 29.8%)",
스포츠 문화,2023년 수원서베이.csv,Q34g3,문34. 2023년 관람한 문화예술 행사 관람횟수 - 7. 영화_TV/온라인/모바일 등,"3 (182명, 38.2%)","2 (163명, 34.2%)","5 (132명, 27.7%)",
스포츠 문화,2023년 수원서베이.csv,Q34h1,문34. 2023년 관람한 문화예술 행사 관람횟수 - 8. 대중공연_수원시 내,"1 (97명, 45.8%)","0 (75명, 35.4%)","2 (40명, 18.9%)",
스포츠 문화,2023년 수원서베이.csv,Q34h2,문34. 2023년 관람한 문화예술 행사 관람횟수 - 8. 대중공연_수원시 외,"1 (87명, 48.1%)","0 (71명, 39.2%)","2 (23명, 12.7%)",
스포츠 문화,2023년 수원서베이.csv,Q34h3,문34. 2023년 관람한 문화예술 행사 관람횟수 - 8. 대중공연_TV/온라인/모바일 등,"2 (115명, 56.1%)","1 (55명, 26.8%)","0 (35명, 17.1%)",
스포츠 문화,2023년 수원서베이.csv,Q34i1,문34. 2023년 관람한 문화예술 행사 관람횟수 - 9. 축제_수원시 내,"1 (263명, 73.3%)","2 (49명, 13.6%)","0 (47명, 13.1%)",
스포츠 문화,2023년 수원서베이.csv,Q34i2,문34. 2023년 관람한 문화예술 행사 관람횟수 - 9. 축제_수원시 외,"1 (86명, 47.3%)","0 (53명, 29.1%)","2 (43명, 23.6%)",
스포츠 문화,2023년 수원서베이.csv,Q34i3,문34. 2023년 관람한 문화예술 행사 관람횟수 - 9. 축제_TV/온라인/모바일 등,"0 (76명, 56.3%)","1 (45명, 33.3%)","2 (14명, 10.4%)",
여가,2023년 수원서베이.csv,Q35a1,문35. 수원시 내 여가생활 평가 - 1. 나의 전반적인 여가생활에 만족한다,"⑤ (782명, 45.1%)","④보통 (508명, 29.3%)","⑥ (445명, 25.6%)","①전혀 그렇지 않다
②
③
④보통
⑤
⑥
⑦매우 그렇다
그렇지 않다
보통
그렇다
모름/무응답"
여가,2023년 수원서베이.csv,Q35a2,문35. 수원시 내 여가생활 평가 - 2. 주변 사람들에게 내가 하는 여가활동을 추천할 의향이 있다,"⑤ (707명, 43.4%)","④보통 (615명, 37.8%)","③ (307명, 18.8%)","①전혀 그렇지 않다
②
③
④보통
⑤
⑥
⑦매우 그렇다
그렇지 않다
보통
그렇다
모름/무응답"
여가,2023년 수원서베이.csv,Q36a1,문36. 수원시 여가정책 평가 - 1. 다양한 여가시설이 있다,"⑤ (938명, 49.3%)","⑥ (525명, 27.6%)","④보통 (438명, 23.0%)","①전혀 그렇지 않다
②
③
④보통
⑤
⑥
⑦매우 그렇다
그렇지 않다
보통
그렇다
모름/무응답"
여가,2023년 수원서베이.csv,Q36a2,문36. 수원시 여가정책 평가 - 2. 질 좋은 여가프로그램을 개발 및 보급하고 있다,"⑤ (842명, 45.5%)","④보통 (537명, 29.0%)","⑥ (473명, 25.5%)","①전혀 그렇지 않다
②
③
④보통
⑤
⑥
⑦매우 그렇다
그렇지 않다
보통
그렇다
모름/무응답"
여가,2023년 수원서베이.csv,Q36a3,문36. 수원시 여가정책 평가 - 3. 여가와 관련한 전문인력을 양성 및 배치하고 있다,"⑤ (811명, 43.8%)","④보통 (593명, 32.1%)","⑥ (446명, 24.1%)","①전혀 그렇지 않다
②
③
④보통
⑤
⑥
⑦매우 그렇다
그렇지 않다
보통
그렇다
모름/무응답"
여가,2023년 수원서베이.csv,Q36a6,문36. 수원시 여가정책 평가 - 6. 보다 나은 여가생활을 위해 법규와 제도를 개선하고 있다,"⑤ (858명, 46.9%)","④보통 (580명, 31.7%)","⑥ (391명, 21.4%)","①전혀 그렇지 않다
②
③
④보통
⑤
⑥
⑦매우 그렇다
그렇지 않다
보통
그렇다
모름/무응답"
스포츠 문화,2023년 수원서베이.csv,Q49a11,문49. 수원시의 바람직한 미래상 - 11. 역동적인 스포츠도시 수원,"⑤ (804명, 43.9%)","⑥ (630명, 34.4%)","④보통 (398명, 21.7%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
정책 인지도·만족도(체감도),2023년 수원서베이.csv,Q50a7,"문50. 수원시 정책분야 중요도 - 7. 문화, 체육, 관광","⑤ (727명, 41.4%)","⑥ (676명, 38.5%)","④보통 (354명, 20.1%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
여가,2023년 수원서베이.csv,Q6d1,문6. 지출 유무 - 4. 문화생활/오락비,"지출 있음 (1564명, 76.6%)","지출 없음 (477명, 23.4%)",,"지출 없음
지출 있음"
여가,2023년 수원서베이.csv,Q6d2,문6. 지출 금액 - 4. 문화생활/오락비,"20만원 미만 (1305명, 83.5%)","20~ 40만원 미만 (213명, 13.6%)","40~ 60만원 미만 (45명, 2.9%)","20만원 미만
20~ 40만원 미만
40~ 60만원 미만
60~ 80만원 미만
80~ 100만원 미만
100만원 이상"
여가,2024년 수원서베이.csv,Q20a1b1,(가구대표자용) 문20. 귀하는 지난 1년간 하루 평균 여가 시간이 어느 정도였습니까? 평일과 주말(휴일 포함) 구분하여 응답해 주십시오. - 1. 평일 시,"2 (812명, 38.9%)","3 (749명, 35.9%)","1 (528명, 25.3%)",
여가,2024년 수원서베이.csv,Q20a1b2,(가구대표자용) 문20. 귀하는 지난 1년간 하루 평균 여가 시간이 어느 정도였습니까? 평일과 주말(휴일 포함) 구분하여 응답해 주십시오. - 1. 평일 분,"0 (2563명, 86.2%)","30 (331명, 11.1%)","20 (80명, 2.7%)",
여가,2024년 수원서베이.csv,Q20a2b1,(가구대표자용) 문20. 귀하는 지난 1년간 하루 평균 여가 시간이 어느 정도였습니까? 평일과 주말(휴일 포함) 구분하여 응답해 주십시오. - 2. 주말(휴일 포함) 시,"5 (597명, 42.5%)","8 (414명, 29.5%)","6 (393명, 28.0%)",
여가,2024년 수원서베이.csv,Q20a2b2,(가구대표자용) 문20. 귀하는 지난 1년간 하루 평균 여가 시간이 어느 정도였습니까? 평일과 주말(휴일 포함) 구분하여 응답해 주십시오. - 2. 주말(휴일 포함) 분,"0 (2708명, 91.1%)","30 (193명, 6.5%)","20 (73명, 2.5%)",
여가,2024년 수원서베이.csv,Q21a1,(가구대표자용) 문21. 귀하는 평소 여가 시간이 충분하다고 생각하십니까? 평일과 주말(휴일 포함) 구분하여 응답해 주십시오. - 1. 평일,"④ 보통 (890명, 39.9%)","⑤ (843명, 37.8%)","⑥ (495명, 22.2%)","① 매우 부족하다
②
③
④ 보통
⑤
⑥
⑦ 매우 충분하다"
여가,2024년 수원서베이.csv,Q21a2,(가구대표자용) 문21. 귀하는 평소 여가 시간이 충분하다고 생각하십니까? 평일과 주말(휴일 포함) 구분하여 응답해 주십시오. - 2. 주말(휴일 포함),"⑤ (1214명, 48.0%)","④ 보통 (682명, 27.0%)","⑥ (631명, 25.0%)","① 매우 부족하다
②
③
④ 보통
⑤
⑥
⑦ 매우 충분하다"
여가,2024년 수원서베이.csv,Q22m1,(가구대표자용) 문22. 다음 여가활동 중 귀하가 지난 1년간 오프라인(시설/공간방문)으로 하신 활동을 모두 선택해 주십시오.(중복 응답),"활동 없음 (933명, 46.1%)","극장에서 영화 관람(TV, 컴퓨터를 이용한 영화 제외) (665명, 32.8%)","미술관, 전시회 관람(미술, 사진, 건축, 디자인 등) (428명, 21.1%)","미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
극장에서 영화 관람(TV, 컴퓨터를 이용한 영화 제외)
야외문화행사(축제, 거리예술, 공공예술 등 관람)
활동 없음"
여가,2024년 수원서베이.csv,Q22m10,(가구대표자용) 문22. 다음 여가활동 중 귀하가 지난 1년간 오프라인(시설/공간방문)으로 하신 활동을 모두 선택해 주십시오.(중복 응답),"야외문화행사(축제, 거리예술, 공공예술 등 관람) (1명, 100.0%)",,,"미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
극장에서 영화 관람(TV, 컴퓨터를 이용한 영화 제외)
야외문화행사(축제, 거리예술, 공공예술 등 관람)
활동 없음"
여가,2024년 수원서베이.csv,Q22m2,(가구대표자용) 문22. 다음 여가활동 중 귀하가 지난 1년간 오프라인(시설/공간방문)으로 하신 활동을 모두 선택해 주십시오.(중복 응답),"극장에서 영화 관람(TV, 컴퓨터를 이용한 영화 제외) (402명, 43.0%)","야외문화행사(축제, 거리예술, 공공예술 등 관람) (344명, 36.8%)","박물관 관람(역사, 일상생활, 문화 등) (189명, 20.2%)","미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
극장에서 영화 관람(TV, 컴퓨터를 이용한 영화 제외)
야외문화행사(축제, 거리예술, 공공예술 등 관람)
활동 없음"
여가,2024년 수원서베이.csv,Q22m3,(가구대표자용) 문22. 다음 여가활동 중 귀하가 지난 1년간 오프라인(시설/공간방문)으로 하신 활동을 모두 선택해 주십시오.(중복 응답),"극장에서 영화 관람(TV, 컴퓨터를 이용한 영화 제외) (212명, 44.3%)","야외문화행사(축제, 거리예술, 공공예술 등 관람) (201명, 42.0%)","연극공연 관람(뮤지컬 포함) (66명, 13.8%)","미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
극장에서 영화 관람(TV, 컴퓨터를 이용한 영화 제외)
야외문화행사(축제, 거리예술, 공공예술 등 관람)
활동 없음"
여가,2024년 수원서베이.csv,Q22m4,(가구대표자용) 문22. 다음 여가활동 중 귀하가 지난 1년간 오프라인(시설/공간방문)으로 하신 활동을 모두 선택해 주십시오.(중복 응답),"야외문화행사(축제, 거리예술, 공공예술 등 관람) (101명, 51.0%)","극장에서 영화 관람(TV, 컴퓨터를 이용한 영화 제외) (70명, 35.4%)","연극공연 관람(뮤지컬 포함) (27명, 13.6%)","미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
극장에서 영화 관람(TV, 컴퓨터를 이용한 영화 제외)
야외문화행사(축제, 거리예술, 공공예술 등 관람)
활동 없음"
여가,2024년 수원서베이.csv,Q22m5,(가구대표자용) 문22. 다음 여가활동 중 귀하가 지난 1년간 오프라인(시설/공간방문)으로 하신 활동을 모두 선택해 주십시오.(중복 응답),"야외문화행사(축제, 거리예술, 공공예술 등 관람) (49명, 51.6%)","극장에서 영화 관람(TV, 컴퓨터를 이용한 영화 제외) (38명, 40.0%)","연극공연 관람(뮤지컬 포함) (8명, 8.4%)","미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
극장에서 영화 관람(TV, 컴퓨터를 이용한 영화 제외)
야외문화행사(축제, 거리예술, 공공예술 등 관람)
활동 없음"
여가,2024년 수원서베이.csv,Q22m6,(가구대표자용) 문22. 다음 여가활동 중 귀하가 지난 1년간 오프라인(시설/공간방문)으로 하신 활동을 모두 선택해 주십시오.(중복 응답),"야외문화행사(축제, 거리예술, 공공예술 등 관람) (33명, 75.0%)","문화행사 관람(작가와의 만남 및 강연, 전시) (6명, 13.6%)","극장에서 영화 관람(TV, 컴퓨터를 이용한 영화 제외) (5명, 11.4%)","미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
극장에서 영화 관람(TV, 컴퓨터를 이용한 영화 제외)
야외문화행사(축제, 거리예술, 공공예술 등 관람)
활동 없음"
