도메인,질문번호,질문,1순위 답변,2순위 답변,3순위 답변,답변항목 설명
여가,Q22m9,(가구대표자용) 문22. 다음 여가활동 중 귀하가 지난 1년간 오프라인(시설/공간방문)으로 하신 활동을 모두 선택해 주십시오.(중복 응답),"극장에서 영화 관람(TV, 컴퓨터를 이용한 영화 제외) (1명, 50.0%)","야외문화행사(축제, 거리예술, 공공예술 등 관람) (1명, 50.0%)",,"미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
극장에서 영화 관람(TV, 컴퓨터를 이용한 영화 제외)
야외문화행사(축제, 거리예술, 공공예술 등 관람)
활동 없음"
여가,Q23m1,(가구대표자용) 문23. 다음 여가활동 중 귀하가 지난 1년간 온라인 채널을 통해 하신 활동을 모두 선택해 주십시오.(중복 응답),"활동 없음 (1267명, 54.2%)","온라인 게임 (583명, 24.9%)","대중공연 관람(쇼, 콘서트, 마술쇼 등) (488명, 20.9%)","미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
온라인 게임
웹툰 감상
활동 없음"
여가,Q23m10,(가구대표자용) 문23. 다음 여가활동 중 귀하가 지난 1년간 온라인 채널을 통해 하신 활동을 모두 선택해 주십시오.(중복 응답),"웹툰 감상 (2명, 100.0%)",,,"미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
온라인 게임
웹툰 감상
활동 없음"
여가,Q23m2,(가구대표자용) 문23. 다음 여가활동 중 귀하가 지난 1년간 온라인 채널을 통해 하신 활동을 모두 선택해 주십시오.(중복 응답),"웹툰 감상 (438명, 60.8%)","온라인 게임 (191명, 26.5%)","연극공연 관람(뮤지컬 포함) (91명, 12.6%)","미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
온라인 게임
웹툰 감상
활동 없음"
여가,Q23m3,(가구대표자용) 문23. 다음 여가활동 중 귀하가 지난 1년간 온라인 채널을 통해 하신 활동을 모두 선택해 주십시오.(중복 응답),"웹툰 감상 (109명, 52.7%)","온라인 게임 (67명, 32.4%)","문화행사 관람(작가와의 만남 및 강연, 전시) (31명, 15.0%)","미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
온라인 게임
웹툰 감상
활동 없음"
여가,Q23m4,(가구대표자용) 문23. 다음 여가활동 중 귀하가 지난 1년간 온라인 채널을 통해 하신 활동을 모두 선택해 주십시오.(중복 응답),"웹툰 감상 (43명, 59.7%)","온라인 게임 (19명, 26.4%)","문화행사 관람(작가와의 만남 및 강연, 전시) (10명, 13.9%)","미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
온라인 게임
웹툰 감상
활동 없음"
여가,Q23m5,(가구대표자용) 문23. 다음 여가활동 중 귀하가 지난 1년간 온라인 채널을 통해 하신 활동을 모두 선택해 주십시오.(중복 응답),"온라인 게임 (9명, 40.9%)","웹툰 감상 (9명, 40.9%)","연극공연 관람(뮤지컬 포함) (4명, 18.2%)","미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
온라인 게임
웹툰 감상
활동 없음"
여가,Q23m6,(가구대표자용) 문23. 다음 여가활동 중 귀하가 지난 1년간 온라인 채널을 통해 하신 활동을 모두 선택해 주십시오.(중복 응답),"웹툰 감상 (9명, 64.3%)","온라인 게임 (3명, 21.4%)","전통예술공연 관람(국악, 민속놀이 등) (2명, 14.3%)","미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
온라인 게임
웹툰 감상
활동 없음"
여가,Q23m7,(가구대표자용) 문23. 다음 여가활동 중 귀하가 지난 1년간 온라인 채널을 통해 하신 활동을 모두 선택해 주십시오.(중복 응답),"온라인 게임 (2명, 33.3%)","연극공연 관람(뮤지컬 포함) (2명, 33.3%)","웹툰 감상 (2명, 33.3%)","미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
온라인 게임
웹툰 감상
활동 없음"
여가,Q23m8,(가구대표자용) 문23. 다음 여가활동 중 귀하가 지난 1년간 온라인 채널을 통해 하신 활동을 모두 선택해 주십시오.(중복 응답),"문화행사 관람(작가와의 만남 및 강연, 전시) (2명, 66.7%)","웹툰 감상 (1명, 33.3%)",,"미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
온라인 게임
웹툰 감상
활동 없음"
여가,Q23m9,(가구대표자용) 문23. 다음 여가활동 중 귀하가 지난 1년간 온라인 채널을 통해 하신 활동을 모두 선택해 주십시오.(중복 응답),"온라인 게임 (2명, 100.0%)",,,"미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)
박물관 관람(역사, 일상생활, 문화 등)
서양 고전 음악공연 관람(클래식, 오페라 등)
대중공연 관람(쇼, 콘서트, 마술쇼 등)
무용공연 관람(현대무용, 발레 등)
전통예술공연 관람(국악, 민속놀이 등)
연극공연 관람(뮤지컬 포함)
문화행사 관람(작가와의 만남 및 강연, 전시)
온라인 게임
웹툰 감상
활동 없음"
여가,Q24,(가구대표자용) 문24. 귀하가 지난 1년간 오프라인과 온라인을 통틀어 여가활동을 위해 지출한 비용은 월평균 얼마나 되십니까? (만원),"10 (521명, 38.7%)","5 (423명, 31.4%)","20 (401명, 29.8%)",
여가,Q25m1,(가구대표자용) 문25. 올해(2024년) 수원 내에서 여가를 위해 방문해본 실외 여가공간은 어디입니까?(중복 응답),"생활권공원(근린공원，소공원，어린이공원 등) (963명, 57.6%)","운동경기장（축구, 농구，야구 등） (368명, 22.0%)","기타 실외 체육시설 (340명, 20.3%)","운동경기장（축구, 농구，야구 등）
학교운동장
골프장
기타 실외 체육시설
생활권공원(근린공원，소공원，어린이공원 등)
주제공원(역사공원, 수변공원, 체육공원 등)
산림욕장
식물원
캠핑장
산(자연공원 포함)
차 없는 거리(나혜석 거리, 수원역 로데오거리)
수원화성(행궁, 행리단길, 화성성곽)
근대거리(향교로, 구 경기도청 일원)
구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
재래시장
아파트 내(집주변) 공터
위에서 분류되지 않은 기타 실외공간
없음"
여가,Q25m10,(가구대표자용) 문25. 올해(2024년) 수원 내에서 여가를 위해 방문해본 실외 여가공간은 어디입니까?(중복 응답),"아파트 내(집주변) 공터 (26명, 40.0%)","재래시장 (22명, 33.8%)","위에서 분류되지 않은 기타 실외공간 (17명, 26.2%)","운동경기장（축구, 농구，야구 등）
학교운동장
골프장
기타 실외 체육시설
생활권공원(근린공원，소공원，어린이공원 등)
주제공원(역사공원, 수변공원, 체육공원 등)
산림욕장
식물원
캠핑장
산(자연공원 포함)
차 없는 거리(나혜석 거리, 수원역 로데오거리)
수원화성(행궁, 행리단길, 화성성곽)
근대거리(향교로, 구 경기도청 일원)
구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
재래시장
아파트 내(집주변) 공터
위에서 분류되지 않은 기타 실외공간
없음"
여가,Q25m11,(가구대표자용) 문25. 올해(2024년) 수원 내에서 여가를 위해 방문해본 실외 여가공간은 어디입니까?(중복 응답),"아파트 내(집주변) 공터 (19명, 52.8%)","위에서 분류되지 않은 기타 실외공간 (10명, 27.8%)","재래시장 (7명, 19.4%)","운동경기장（축구, 농구，야구 등）
학교운동장
골프장
기타 실외 체육시설
생활권공원(근린공원，소공원，어린이공원 등)
주제공원(역사공원, 수변공원, 체육공원 등)
산림욕장
식물원
캠핑장
산(자연공원 포함)
차 없는 거리(나혜석 거리, 수원역 로데오거리)
수원화성(행궁, 행리단길, 화성성곽)
근대거리(향교로, 구 경기도청 일원)
구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
재래시장
아파트 내(집주변) 공터
위에서 분류되지 않은 기타 실외공간
없음"
여가,Q25m12,(가구대표자용) 문25. 올해(2024년) 수원 내에서 여가를 위해 방문해본 실외 여가공간은 어디입니까?(중복 응답),"위에서 분류되지 않은 기타 실외공간 (10명, 50.0%)","아파트 내(집주변) 공터 (7명, 35.0%)","구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스) (3명, 15.0%)","운동경기장（축구, 농구，야구 등）
학교운동장
골프장
기타 실외 체육시설
생활권공원(근린공원，소공원，어린이공원 등)
주제공원(역사공원, 수변공원, 체육공원 등)
산림욕장
식물원
캠핑장
산(자연공원 포함)
차 없는 거리(나혜석 거리, 수원역 로데오거리)
수원화성(행궁, 행리단길, 화성성곽)
근대거리(향교로, 구 경기도청 일원)
구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
재래시장
아파트 내(집주변) 공터
위에서 분류되지 않은 기타 실외공간
없음"
여가,Q25m13,(가구대표자용) 문25. 올해(2024년) 수원 내에서 여가를 위해 방문해본 실외 여가공간은 어디입니까?(중복 응답),"재래시장 (3명, 33.3%)","아파트 내(집주변) 공터 (3명, 33.3%)","위에서 분류되지 않은 기타 실외공간 (3명, 33.3%)","운동경기장（축구, 농구，야구 등）
학교운동장
골프장
기타 실외 체육시설
생활권공원(근린공원，소공원，어린이공원 등)
주제공원(역사공원, 수변공원, 체육공원 등)
산림욕장
식물원
캠핑장
산(자연공원 포함)
차 없는 거리(나혜석 거리, 수원역 로데오거리)
수원화성(행궁, 행리단길, 화성성곽)
근대거리(향교로, 구 경기도청 일원)
구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
재래시장
아파트 내(집주변) 공터
위에서 분류되지 않은 기타 실외공간
없음"
여가,Q25m14,(가구대표자용) 문25. 올해(2024년) 수원 내에서 여가를 위해 방문해본 실외 여가공간은 어디입니까?(중복 응답),"아파트 내(집주변) 공터 (3명, 50.0%)","재래시장 (2명, 33.3%)","위에서 분류되지 않은 기타 실외공간 (1명, 16.7%)","운동경기장（축구, 농구，야구 등）
학교운동장
골프장
기타 실외 체육시설
생활권공원(근린공원，소공원，어린이공원 등)
주제공원(역사공원, 수변공원, 체육공원 등)
산림욕장
식물원
캠핑장
산(자연공원 포함)
차 없는 거리(나혜석 거리, 수원역 로데오거리)
수원화성(행궁, 행리단길, 화성성곽)
근대거리(향교로, 구 경기도청 일원)
구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
재래시장
아파트 내(집주변) 공터
위에서 분류되지 않은 기타 실외공간
없음"
여가,Q25m15,(가구대표자용) 문25. 올해(2024년) 수원 내에서 여가를 위해 방문해본 실외 여가공간은 어디입니까?(중복 응답),"아파트 내(집주변) 공터 (2명, 66.7%)","위에서 분류되지 않은 기타 실외공간 (1명, 33.3%)",,"운동경기장（축구, 농구，야구 등）
학교운동장
골프장
기타 실외 체육시설
생활권공원(근린공원，소공원，어린이공원 등)
주제공원(역사공원, 수변공원, 체육공원 등)
산림욕장
식물원
캠핑장
산(자연공원 포함)
차 없는 거리(나혜석 거리, 수원역 로데오거리)
수원화성(행궁, 행리단길, 화성성곽)
근대거리(향교로, 구 경기도청 일원)
구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
재래시장
아파트 내(집주변) 공터
위에서 분류되지 않은 기타 실외공간
없음"
여가,Q25m2,(가구대표자용) 문25. 올해(2024년) 수원 내에서 여가를 위해 방문해본 실외 여가공간은 어디입니까?(중복 응답),"주제공원(역사공원, 수변공원, 체육공원 등) (556명, 41.1%)","생활권공원(근린공원，소공원，어린이공원 등) (520명, 38.4%)","산(자연공원 포함) (278명, 20.5%)","운동경기장（축구, 농구，야구 등）
학교운동장
골프장
기타 실외 체육시설
생활권공원(근린공원，소공원，어린이공원 등)
주제공원(역사공원, 수변공원, 체육공원 등)
산림욕장
식물원
캠핑장
산(자연공원 포함)
차 없는 거리(나혜석 거리, 수원역 로데오거리)
수원화성(행궁, 행리단길, 화성성곽)
근대거리(향교로, 구 경기도청 일원)
구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
재래시장
아파트 내(집주변) 공터
위에서 분류되지 않은 기타 실외공간
없음"
여가,Q25m3,(가구대표자용) 문25. 올해(2024년) 수원 내에서 여가를 위해 방문해본 실외 여가공간은 어디입니까?(중복 응답),"수원화성(행궁, 행리단길, 화성성곽) (384명, 39.4%)","차 없는 거리(나혜석 거리, 수원역 로데오거리) (298명, 30.6%)","산(자연공원 포함) (292명, 30.0%)","운동경기장（축구, 농구，야구 등）
학교운동장
골프장
기타 실외 체육시설
생활권공원(근린공원，소공원，어린이공원 등)
주제공원(역사공원, 수변공원, 체육공원 등)
산림욕장
식물원
캠핑장
산(자연공원 포함)
차 없는 거리(나혜석 거리, 수원역 로데오거리)
수원화성(행궁, 행리단길, 화성성곽)
근대거리(향교로, 구 경기도청 일원)
구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
재래시장
아파트 내(집주변) 공터
위에서 분류되지 않은 기타 실외공간
없음"
여가,Q25m4,(가구대표자용) 문25. 올해(2024년) 수원 내에서 여가를 위해 방문해본 실외 여가공간은 어디입니까?(중복 응답),"수원화성(행궁, 행리단길, 화성성곽) (324명, 40.4%)","재래시장 (240명, 30.0%)","차 없는 거리(나혜석 거리, 수원역 로데오거리) (237명, 29.6%)","운동경기장（축구, 농구，야구 등）
학교운동장
골프장
기타 실외 체육시설
생활권공원(근린공원，소공원，어린이공원 등)
주제공원(역사공원, 수변공원, 체육공원 등)
산림욕장
식물원
캠핑장
산(자연공원 포함)
차 없는 거리(나혜석 거리, 수원역 로데오거리)
수원화성(행궁, 행리단길, 화성성곽)
근대거리(향교로, 구 경기도청 일원)
구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
재래시장
아파트 내(집주변) 공터
위에서 분류되지 않은 기타 실외공간
없음"
여가,Q25m5,(가구대표자용) 문25. 올해(2024년) 수원 내에서 여가를 위해 방문해본 실외 여가공간은 어디입니까?(중복 응답),"수원화성(행궁, 행리단길, 화성성곽) (228명, 36.2%)","아파트 내(집주변) 공터 (213명, 33.9%)","재래시장 (188명, 29.9%)","운동경기장（축구, 농구，야구 등）
학교운동장
골프장
기타 실외 체육시설
생활권공원(근린공원，소공원，어린이공원 등)
주제공원(역사공원, 수변공원, 체육공원 등)
산림욕장
식물원
캠핑장
산(자연공원 포함)
차 없는 거리(나혜석 거리, 수원역 로데오거리)
수원화성(행궁, 행리단길, 화성성곽)
근대거리(향교로, 구 경기도청 일원)
구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
재래시장
아파트 내(집주변) 공터
위에서 분류되지 않은 기타 실외공간
없음"
여가,Q25m6,(가구대표자용) 문25. 올해(2024년) 수원 내에서 여가를 위해 방문해본 실외 여가공간은 어디입니까?(중복 응답),"아파트 내(집주변) 공터 (195명, 42.0%)","재래시장 (147명, 31.7%)","수원화성(행궁, 행리단길, 화성성곽) (122명, 26.3%)","운동경기장（축구, 농구，야구 등）
학교운동장
골프장
기타 실외 체육시설
생활권공원(근린공원，소공원，어린이공원 등)
주제공원(역사공원, 수변공원, 체육공원 등)
산림욕장
식물원
캠핑장
산(자연공원 포함)
차 없는 거리(나혜석 거리, 수원역 로데오거리)
수원화성(행궁, 행리단길, 화성성곽)
근대거리(향교로, 구 경기도청 일원)
구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
재래시장
아파트 내(집주변) 공터
위에서 분류되지 않은 기타 실외공간
없음"
여가,Q25m7,(가구대표자용) 문25. 올해(2024년) 수원 내에서 여가를 위해 방문해본 실외 여가공간은 어디입니까?(중복 응답),"아파트 내(집주변) 공터 (148명, 51.7%)","재래시장 (79명, 27.6%)","수원화성(행궁, 행리단길, 화성성곽) (59명, 20.6%)","운동경기장（축구, 농구，야구 등）
학교운동장
골프장
기타 실외 체육시설
생활권공원(근린공원，소공원，어린이공원 등)
주제공원(역사공원, 수변공원, 체육공원 등)
산림욕장
식물원
캠핑장
산(자연공원 포함)
차 없는 거리(나혜석 거리, 수원역 로데오거리)
수원화성(행궁, 행리단길, 화성성곽)
근대거리(향교로, 구 경기도청 일원)
구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
재래시장
아파트 내(집주변) 공터
위에서 분류되지 않은 기타 실외공간
없음"
여가,Q25m8,(가구대표자용) 문25. 올해(2024년) 수원 내에서 여가를 위해 방문해본 실외 여가공간은 어디입니까?(중복 응답),"아파트 내(집주변) 공터 (87명, 46.3%)","재래시장 (61명, 32.4%)","위에서 분류되지 않은 기타 실외공간 (40명, 21.3%)","운동경기장（축구, 농구，야구 등）
학교운동장
골프장
기타 실외 체육시설
생활권공원(근린공원，소공원，어린이공원 등)
주제공원(역사공원, 수변공원, 체육공원 등)
산림욕장
식물원
캠핑장
산(자연공원 포함)
차 없는 거리(나혜석 거리, 수원역 로데오거리)
수원화성(행궁, 행리단길, 화성성곽)
근대거리(향교로, 구 경기도청 일원)
구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
재래시장
아파트 내(집주변) 공터
위에서 분류되지 않은 기타 실외공간
없음"
여가,Q25m9,(가구대표자용) 문25. 올해(2024년) 수원 내에서 여가를 위해 방문해본 실외 여가공간은 어디입니까?(중복 응답),"아파트 내(집주변) 공터 (51명, 48.1%)","위에서 분류되지 않은 기타 실외공간 (28명, 26.4%)","재래시장 (27명, 25.5%)","운동경기장（축구, 농구，야구 등）
학교운동장
골프장
기타 실외 체육시설
생활권공원(근린공원，소공원，어린이공원 등)
주제공원(역사공원, 수변공원, 체육공원 등)
산림욕장
식물원
캠핑장
산(자연공원 포함)
차 없는 거리(나혜석 거리, 수원역 로데오거리)
수원화성(행궁, 행리단길, 화성성곽)
근대거리(향교로, 구 경기도청 일원)
구 농촌진흥청 서울대학교 농생대(서호일원, 상상캠퍼스)
재래시장
아파트 내(집주변) 공터
위에서 분류되지 않은 기타 실외공간
없음"
여가,Q26op,(가구대표자용) 문26. 귀하께서는 수원시 내에서 여가활동에 참여하는데 어려움을 느끼십니까?_기타,"2순위 없음 (3명, 42.9%)","주차시설 부족 (3명, 42.9%)","교통혼잡 (1명, 14.3%)",
여가,Q26r1,(가구대표자용) 문26. 귀하께서는 수원시 내에서 여가활동에 참여하는데 어려움을 느끼십니까? - 1순위,"어려움을 느낀 점이 없음 (988명, 57.0%)","여가활동 관련 정보 부족 (397명, 22.9%)","여가활동을 위한 여유시간이 없음 (348명, 20.1%)","활동에 적합한 장소나 시설 부족
이동을 위한 교통편 미흡
여가활동 관련 정보 부족
여가활동에 필요한 장비 부족
여가활동을 같이 할 사람이 없음
여가활동을 하기에 경제적 여유가 없음
여가활동을 위한 여유시간이 없음
여가활동이 귀찮고 피곤함
여가활동을 하기에 건강이 좋지 않음
기타
어려움을 느낀 점이 없음"
여가,Q26r2,(가구대표자용) 문26. 귀하께서는 수원시 내에서 여가활동에 참여하는데 어려움을 느끼십니까? - 2순위,"여가활동을 하기에 경제적 여유가 없음 (365명, 38.1%)","여가활동 관련 정보 부족 (306명, 31.9%)","여가활동을 위한 여유시간이 없음 (287명, 30.0%)","활동에 적합한 장소나 시설 부족
이동을 위한 교통편 미흡
여가활동 관련 정보 부족
여가활동에 필요한 장비 부족
여가활동을 같이 할 사람이 없음
여가활동을 하기에 경제적 여유가 없음
여가활동을 위한 여유시간이 없음
여가활동이 귀찮고 피곤함
여가활동을 하기에 건강이 좋지 않음
기타
어려움을 느낀 점이 없음"
여가,Q27a1,(가구대표자용) 문27. 귀하께서는 수원시 내에서 참여하신 여가생활과 관련한 아래 의견에 어떻게 평가하고 계십니까? - 1. 나의 전반적인 여가생활에 만족한다,"⑤ (1029명, 40.5%)","④ 보통 (955명, 37.6%)","⑥ (559명, 22.0%)","① 전혀 그렇지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 그렇다"
여가,Q27a2,(가구대표자용) 문27. 귀하께서는 수원시 내에서 참여하신 여가생활과 관련한 아래 의견에 어떻게 평가하고 계십니까? - 2. 현재 일과 여가생활 간 균형이 잘 이루어지고 있다,"⑤ (1100명, 44.8%)","④ 보통 (932명, 38.0%)","⑥ (421명, 17.2%)","① 전혀 그렇지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 그렇다"
도시 이미지·정체성,Q28,(가구대표자용) 문28. 귀하는 도시공원 및 녹지를 얼마나 자주 이용하시나요?,"1개월에 1~3회 (1184명, 46.0%)","1주일에 1~3회 (1078명, 41.9%)","6개월에 1~3회 (310명, 12.1%)","매일(주 4회 이상)
1주일에 1~3회
1개월에 1~3회
6개월에 1~3회
1년에 1~3회
기타
이용하지 않음"
도시 이미지·정체성,Q28op,(가구대표자용) 문28. 귀하는 도시공원 및 녹지를 얼마나 자주 이용하시나요?_기타,,,,
도시 이미지·정체성,Q29,(가구대표자용) 문29. 귀하가 도시공원 및 녹지 중 가장 자주 이용하는 장소는 어디입니까?,"산책로(하천변, 가로숲길 등) (1462명, 56.0%)","근린공원(광교호수공원, 만석공원 등) (851명, 32.6%)","산림(광교산 등) (298명, 11.4%)","산림(광교산 등)
산책로(하천변, 가로숲길 등)
근린공원(광교호수공원, 만석공원 등)
어린이공원 및 소공원
기타"
도시 이미지·정체성,Q29op,(가구대표자용) 문29. 귀하가 도시공원 및 녹지 중 가장 자주 이용하는 장소는 어디입니까?_기타,"집근처 (1명, 50.0%)","집앞 (1명, 50.0%)",,
도시 이미지·정체성,Q2a1,(가구대표자용) 문2. 귀하는 요즘 스스로 행복하다고 생각하십니까? - 1. 자신의 건강상태,"⑧ (947명, 43.2%)","⑦ (831명, 37.9%)","⑥ (412명, 18.8%)","ⓞ 가장 불행한 상태
①
②
③
④
⑤ 보통
⑥
⑦
⑧
⑨
⑩ 가장 행복한 상태"
도시 이미지·정체성,Q2a2,(가구대표자용) 문2. 귀하는 요즘 스스로 행복하다고 생각하십니까? - 2. 자신의 재정상태,"⑦ (651명, 35.7%)","⑤ 보통 (630명, 34.6%)","⑥ (540명, 29.7%)","ⓞ 가장 불행한 상태
①
②
③
④
⑤ 보통
⑥
⑦
⑧
⑨
⑩ 가장 행복한 상태"
도시 이미지·정체성,Q2a3,"(가구대표자용) 문2. 귀하는 요즘 스스로 행복하다고 생각하십니까? - 3. 주위 친지, 친구와의 관계","⑧ (810명, 39.0%)","⑦ (756명, 36.4%)","⑥ (511명, 24.6%)","ⓞ 가장 불행한 상태
①
②
③
④
⑤ 보통
⑥
⑦
⑧
⑨
⑩ 가장 행복한 상태"
도시 이미지·정체성,Q2a4,(가구대표자용) 문2. 귀하는 요즘 스스로 행복하다고 생각하십니까? - 4. 가정생활,"⑧ (793명, 39.8%)","⑦ (739명, 37.1%)","⑤ 보통 (460명, 23.1%)","ⓞ 가장 불행한 상태
①
②
③
④
⑤ 보통
⑥
⑦
⑧
⑨
⑩ 가장 행복한 상태"
도시 이미지·정체성,Q2a5,(가구대표자용) 문2. 귀하는 요즘 스스로 행복하다고 생각하십니까? - 5. 사회생활,"⑦ (822명, 40.0%)","⑧ (685명, 33.3%)","⑥ (550명, 26.7%)","ⓞ 가장 불행한 상태
①
②
③
④
⑤ 보통
⑥
⑦
⑧
⑨
⑩ 가장 행복한 상태"
도시 이미지·정체성,Q3,(가구대표자용) 문3. 귀하가 삶에서 가장 중요하게 생각하는 것은 무엇입니까?,"건강 (976명, 42.0%)","행복한 가정 (698명, 30.0%)","경제적 풍요 (652명, 28.0%)","건강
행복한 가정
자신의 능력 개발
경제적 풍요
사회적 성공
정신적인 성숙
취미생활/여가
좋은 인간관계
기타"
도시 이미지·정체성,Q30a1,(가구대표자용) 문30. 귀하가 도시공원 및 녹지에서 현재 주로 하는 활동과 향후 가장 하고 싶은 활동은 무엇입니까? - 1. 현재 주로 하는 활동,"산책이나 달리기 (1811명, 70.1%)","맨손체조나 공원 내 운동기구 이용 (390명, 15.1%)","벤치나 정자 등 휴식시설 이용 (382명, 14.8%)","산책이나 달리기
맨손체조나 공원 내 운동기구 이용
배드민턴장, 축구장 등 시설 이용
어린이 놀이터 이용
벤치나 정자 등 휴식시설 이용
기타
이용 안함"
도시 이미지·정체성,Q30a1op,(가구대표자용) 문30. 귀하가 도시공원 및 녹지에서 현재 주로 하는 활동과 향후 가장 하고 싶은 활동은 무엇입니까? - 1. 현재 주로 하는 활동_기타,"등산 (2명, 100.0%)",,,
도시 이미지·정체성,Q30a2,(가구대표자용) 문30. 귀하가 도시공원 및 녹지에서 현재 주로 하는 활동과 향후 가장 하고 싶은 활동은 무엇입니까? - 2. 향후 하고싶은 활동,"산책이나 달리기 (1624명, 63.0%)","맨손체조나 공원 내 운동기구 이용 (517명, 20.1%)","벤치나 정자 등 휴식시설 이용 (437명, 17.0%)","산책이나 달리기
맨손체조나 공원 내 운동기구 이용
배드민턴장, 축구장 등 시설 이용
어린이 놀이터 이용
벤치나 정자 등 휴식시설 이용
기타"
